0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.3050555555555556,0.6861111111111111,0.5347777777777778,0.31125,0.014305555555555556,0.014305555555555556,0.014305555555555556,0.014305555555555556,0.38858333333333334,0.052722222222222226,2.3811666666666667,1.197361111111111,0.014305555555555556
0.40738888888888886,0.0,0.9169166666666667,0.7090833333333333,0.023583333333333335,0.4073611111111111,0.4073611111111111,0.4073611111111111,0.4073611111111111,0.619388888888889,0.24108333333333332,2.611972222222222,1.4281666666666666,0.4073611111111111
0.6132777777777778,0.89325,0.0,1.1229722222222223,0.8994444444444445,0.61325,0.61325,0.61325,0.61325,0.48583333333333334,0.6409166666666667,2.476138888888889,1.2923333333333333,0.61325
0.7063888888888888,0.8294999999999999,1.2159166666666668,0.0,0.8356944444444444,0.7063611111111111,0.7063611111111111,0.7063611111111111,0.7063611111111111,0.9183888888888888,0.5852222222222223,2.910972222222222,1.7271666666666667,0.7063611111111111
0.4289722222222222,0.035472222222222224,0.9385,0.7306666666666667,0.0,0.42894444444444446,0.42894444444444446,0.42894444444444446,0.42894444444444446,0.6409722222222223,0.26266666666666666,2.633555555555555,1.44975,0.42894444444444446
0.012472222222222221,0.31327777777777777,0.6943333333333334,0.543,0.3194722222222222,0.0,0.0,0.0,0.0,0.3968055555555556,0.06094444444444445,2.3893888888888886,1.2055833333333335,0.0
0.012472222222222221,0.31327777777777777,0.6943333333333334,0.543,0.3194722222222222,0.0,0.0,0.0,0.0,0.3968055555555556,0.06094444444444445,2.3893888888888886,1.2055833333333335,0.0
0.012472222222222221,0.31327777777777777,0.6943333333333334,0.543,0.3194722222222222,0.0,0.0,0.0,0.0,0.3968055555555556,0.06094444444444445,2.3893888888888886,1.2055833333333335,0.0
0.012472222222222221,0.31327777777777777,0.6943333333333334,0.543,0.3194722222222222,0.0,0.0,0.0,0.0,0.3968055555555556,0.06094444444444445,2.3893888888888886,1.2055833333333335,0.0
0.3248611111111111,0.6048333333333333,0.47980555555555554,0.8345555555555556,0.6110277777777777,0.32483333333333336,0.32483333333333336,0.32483333333333336,0.32483333333333336,0.0,0.3525,2.0113055555555555,0.8275,0.32483333333333336
0.18263888888888888,0.2662777777777778,0.6921666666666667,0.49252777777777773,0.2724722222222222,0.1826111111111111,0.1826111111111111,0.1826111111111111,0.1826111111111111,0.39463888888888893,0.0,2.3872222222222224,1.2034166666666668,0.1826111111111111
2.1286944444444447,2.408666666666667,2.279166666666667,2.638388888888889,2.414861111111111,2.1286666666666667,2.1286666666666667,2.1286666666666667,2.1286666666666667,1.8275555555555556,2.1563333333333334,0.0,1.7736666666666667,2.1286666666666667
0.9805277777777778,1.2605,1.131,1.4902222222222223,1.2666944444444446,0.9805,0.9805,0.9805,0.9805,0.6793888888888889,1.0081666666666667,1.773138888888889,0.0,0.9805
0.012472222222222221,0.31327777777777777,0.6943333333333334,0.543,0.3194722222222222,0.0,0.0,0.0,0.0,0.3968055555555556,0.06094444444444445,2.3893888888888886,1.2055833333333335,0.0
