0,1,2,3,4,5,6,7,8,9
0.0,0.42541666666666667,0.38849999999999996,0.4356111111111111,0.21861111111111112,0.4419166666666667,0.6255000000000001,0.39725,0.47980555555555554,0.4320833333333333
0.40319444444444447,0.0,0.07125,0.19811111111111113,0.3857777777777778,0.20441666666666666,0.8020555555555556,0.07033333333333333,0.24230555555555555,0.19458333333333333
0.3491944444444444,0.059694444444444446,0.0,0.15438888888888888,0.3317777777777778,0.16069444444444445,0.7480555555555556,0.027388888888888886,0.19858333333333333,0.1508611111111111
0.4050833333333333,0.21313888888888888,0.19052777777777777,0.0,0.38766666666666666,0.006305555555555556,0.8039444444444444,0.19722222222222222,0.044194444444444446,0.006638888888888889
0.14275,0.38211111111111107,0.34519444444444447,0.3923055555555555,0.0,0.39861111111111114,0.5516388888888889,0.35394444444444445,0.4365,0.3887777777777778
0.40141666666666664,0.2165277777777778,0.19391666666666668,0.014944444444444444,0.384,0.0,0.8002777777777778,0.20061111111111113,0.03788888888888889,0.021583333333333333
0.5748888888888889,0.7877777777777778,0.7508611111111111,0.7655555555555555,0.5507222222222222,0.7718611111111111,0.0,0.7596111111111111,0.80975,0.7620277777777779
0.37119444444444444,0.06922222222222221,0.03463888888888889,0.17155555555555557,0.35377777777777775,0.1778611111111111,0.7700555555555555,0.0,0.21575000000000003,0.16802777777777778
0.4168611111111111,0.23197222222222222,0.20936111111111114,0.044583333333333336,0.39944444444444444,0.050888888888888886,0.8157222222222222,0.21605555555555556,0.0,0.04105555555555556
0.3984444444444445,0.21355555555555555,0.19094444444444444,0.023777777777777776,0.3810277777777778,0.030083333333333333,0.7973055555555556,0.1976388888888889,0.06797222222222223,0.0
