0,1,2,3,4,5,6,7,8,9
0.0,0.5754722222222222,0.5601111111111111,0.1123888888888889,0.05461111111111111,0.09227777777777778,0.5642777777777778,0.10897222222222222,0.1123888888888889,0.08330555555555555
0.5307222222222222,0.0,0.015222222222222222,0.5266388888888889,0.5717500000000001,0.5456111111111112,0.01961111111111111,0.5221944444444445,0.5266388888888889,0.5271944444444445
0.5155,0.01536111111111111,0.0,0.5114166666666666,0.5565277777777777,0.5303888888888889,0.006861111111111111,0.5069722222222222,0.5114166666666666,0.5119722222222222
0.12444444444444444,0.5308333333333334,0.5154722222222222,0.0,0.15044444444444446,0.04236111111111111,0.5196388888888889,0.035027777777777776,0.0,0.051361111111111114
0.06991666666666667,0.6111944444444445,0.5958333333333333,0.13919444444444445,0.0,0.11908333333333333,0.6,0.13577777777777778,0.13919444444444445,0.11747222222222221
0.09302777777777776,0.5482222222222222,0.5328611111111111,0.041805555555555554,0.11902777777777777,0.0,0.5370277777777778,0.034083333333333334,0.041805555555555554,0.058444444444444445
0.5198055555555555,0.01963888888888889,0.008666666666666666,0.5157222222222222,0.5608333333333333,0.5346944444444445,0.0,0.5112777777777777,0.5157222222222222,0.5162777777777777
0.12202777777777778,0.5245277777777778,0.5091666666666667,0.034833333333333334,0.14802777777777776,0.03325,0.5133333333333333,0.0,0.034833333333333334,0.04958333333333333
0.12444444444444444,0.5308333333333334,0.5154722222222222,0.0,0.15044444444444446,0.04236111111111111,0.5196388888888889,0.035027777777777776,0.0,0.051361111111111114
0.1068611111111111,0.5324444444444444,0.5170833333333333,0.07188888888888889,0.1411388888888889,0.08666666666666667,0.52125,0.08580555555555555,0.07188888888888889,0.0
